TIME,GEO,UNIT,S_ADJ,NA_ITEM,Value,Flag and Footnotes
2013Q1,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,182.0",
2013Q1,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,954.3",
2013Q1,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,006.5",p
2013Q1,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"255,306.0",
2013Q1,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"510,800.0",
2013Q1,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,892.6",
2013Q1,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"384,399.5",
2013Q1,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,485.2",
2013Q1,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,028.8",
2013Q1,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,868.6",
2013Q1,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,527.4",
2013Q1,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"24,763.2",
2013Q1,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,751.6",
2013Q1,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"158,099.6",
2013Q1,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"75,955.2",
2013Q1,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"96,632.2",
2013Q1,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,601.9",
2013Q1,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"32,571.9",
2013Q1,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,743.9",
2013Q1,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,766.0",
2013Q1,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"95,509.0",
2013Q1,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"476,016.0",
2013Q1,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"83,884.1",
2013Q1,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"113,906.4",
2013Q1,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,584.8",
2013Q2,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"92,760.2",
2013Q2,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,780.3",
2013Q2,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"39,172.6",
2013Q2,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,103.2",
2013Q2,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"675,604.8",
2013Q2,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,158.1",
2013Q2,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,346.7",
2013Q2,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,071.0",p
2013Q2,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"255,131.0",
2013Q2,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"514,407.0",
2013Q2,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,907.2",
2013Q2,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"384,829.5",
2013Q2,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,395.9",
2013Q2,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,010.9",
2013Q2,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,933.6",
2013Q2,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,714.1",
2013Q2,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"24,960.4",
2013Q2,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,794.3",
2013Q2,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"157,714.6",
2013Q2,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"76,444.9",
2013Q2,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"97,619.2",
2013Q2,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,899.2",
2013Q2,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"33,043.9",
2013Q2,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,739.6",
2013Q2,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,955.0",
2013Q2,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"95,199.1",
2013Q2,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"478,496.4",
2013Q2,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"84,490.1",
2013Q2,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"114,998.3",
2013Q2,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,636.8",
2013Q3,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"93,124.3",
2013Q3,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,839.4",
2013Q3,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"39,302.2",
2013Q3,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,496.6",
2013Q3,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"678,636.5",
2013Q3,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,199.8",
2013Q3,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"42,885.5",
2013Q3,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"46,230.3",p
2013Q3,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"254,936.0",
2013Q3,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"514,388.0",
2013Q3,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,851.3",
2013Q3,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"385,900.1",
2013Q3,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,392.5",
2013Q3,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,083.9",
2013Q3,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,038.1",
2013Q3,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,886.6",
2013Q3,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"25,264.1",
2013Q3,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,814.2",
2013Q3,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"158,699.5",
2013Q3,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"76,491.6",
2013Q3,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"98,359.4",
2013Q3,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,853.0",
2013Q3,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"33,339.4",
2013Q3,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,780.6",
2013Q3,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"47,098.0",
